Manufacturer,Name,Headsize (sq_inch),Length (inn),Strung Weight (oz),Balance,Swingweight,Beamwidth,Power Level,Stiffness,Stringing Pattern
Dunlop,Dunlop Quadro Oversize,110,27.50,10.10,2pts HL,298,26.0,Medium-High,60,16 Mains/19 Crosses
Dunlop,Dunlop Revelation 200G +1.00,100,28.00,11.40,8pts HL,338,20.0,Low,64,18 Mains/20 Crosses
Dunlop,Dunlop Revelation Lite +1.50 Titanium,112,28.50,9.50,5pts HH,355,28.0,High,66,18 Mains/20 Crosses
Dunlop,Dunlop Revelation Lite Titanium +0.50,95,27.50,9.00,5pts HH,307,25.0,Low,66,16 Mains/19 Crosses
Dunlop,Dunlop Revelation Lite Titanium +1.0,100,28.00,9.50,4pts HH,336,25.0,Low,65,16 Mains/19 Crosses
Dunlop,Dunlop Revelation Select Pro Midplus,95,27.00,12.50,6pts HL,335,20.0,Low,65,16 Mains/19 Crosses
Dunlop,Dunlop Revelation Super long +1.00,100,28.00,0.00,8pts HL,357,0.0,,66,0 Mains/0 Crosses
Dunlop,Dunlop Revelation Super long +1.25,100,28.25,0.00,7pts HL,363,0.0,,67,0 Mains/0 Crosses
Dunlop,Dunlop Revelation Superlong Tour Pro +1.0,95,28.00,11.50,11pts HL,323,0.0,,58,0 Mains/0 Crosses
Dunlop,Dunlop Revelation Tour Pro +1.00,95,28.00,11.30,11pts HL,322,0.0,Low-Medium,57,16 Mains/19 Crosses
Dunlop,Dunlop Revelation Tour Pro Exact +1.0 Oversize,110,28.00,11.30,5pts HL,340,0.0,Medium,65,18 Mains/20 Crosses
Dunlop,Dunlop Revelation Tour Pro Exact Midplus,95,27.00,10.90,3pts HL,302,0.0,Low,62,16 Mains/19 Crosses
Dunlop,Dunlop Super Revelation +1.50,110,28.50,0.00,9pts HL,351,0.0,,61,0 Mains/0 Crosses
Dunlop,Dunlop Vision Midplus,102,27.50,9.30,2pts HH,297,26.0,Medium,67,16 Mains/19 Crosses
Dunlop,Dunlop Vision Oversize,110,27.50,9.30,5pts HH,304,26.0,Medium,67,16 Mains/19 Crosses
Dunlop,Dunlop Aerogel Titan,101,27.00,9.60,2pts HL,290,25.0,Low,67,16 Mains/19 Crosses
Dunlop,Dunlop Aerogel Smoke,100,27.25,10.60,2pts HL,326,24.0,Low-Medium,67,16 Mains/19 Crosses
Dunlop,Dunlop Aerogel Rush,108,27.50,9.60,1pts HL,301,25.0,Medium-High,64,16 Mains/19 Crosses
Dunlop,Dunlop Aerogel 4D 3Hundred Tour,98,27.00,11.30,5pts HL,318,20.0,Low,63,18 Mains/20 Crosses
Dunlop,Dunlop Aerogel 1Hundred 100,90,27.00,11.70,6pts HL,324,19.0,Low,61,16 Mains/19 Crosses
Dunlop,Dunlop Aerogel 4D Super-Lite,108,27.50,8.60,7pts HH,290,25.0,Medium-High,65,16 Mains/19 Crosses
Dunlop,Dunlop Aerogel 4D 7Hundred,108,27.25,9.70,2pts HH,306,28.0,Medium-High,72,16 Mains/19 Crosses
Dunlop,Dunlop Aerogel 4D 5Hundred Tour,100,27.00,11.30,2pts HL,325,25.0,Low-Medium,71,16 Mains/18 Crosses
Dunlop,Dunlop Aerogel 4D 5Hundred,100,27.00,10.20,0pts EB,300,25.0,Low-Medium,66,16 Mains/18 Crosses
Dunlop,Dunlop Aerogel 4D 3Hundred,98,27.00,10.90,3pts HL,320,21.0,Low-Medium,60,16 Mains/19 Crosses
Dunlop,Dunlop Aerogel 4D 2Hundred,95,27.00,11.90,7pts HL,337,20.0,Low,62,18 Mains/20 Crosses
Dunlop,Dunlop Aerogel 4D 5 Fifty Lite,100,27.25,9.40,1pts HH,299,25.0,Low-Medium,69,16 Mains/19 Crosses
Dunlop,Dunlop Aerogel 4D 100 (1 Hundred),90,27.00,11.60,8pts HL,308,19.0,Low,62,16 Mains/19 Crosses
Dunlop,Dunlop Aerogel 4D 200 Tour (2Hundred),95,27.00,12.30,5pts HL,352,20.0,Low,60,16 Mains/18 Crosses
Dunlop,Dunlop Aerogel 4D 3Hundred Lite,98,27.00,10.00,2pts HL,294,21.0,Medium,66,16 Mains/19 Crosses
Dunlop,Dunlop Aerogel 4D 500 Lite,100,27.00,9.00,9pts HH,291,24.9,Medium-High,70,16 Mains/18 Crosses
Dunlop,Dunlop Aerogel 4D 200 (2Hundred),95,27.00,11.90,7pts HL,337,20.0,Low,62,18 Mains/20 Crosses
Dunlop,Dunlop Biomimetic 600 Lite - 2011,105,27.25,10.01,3pts HH,316,26.0,Medium-High,69,16 Mains/19 Crosses
Dunlop,Dunlop Biomimetic 300 Tour - 2010,97,27.00,11.30,6pts HL,304,20.0,Low-Medium,64,18 Mains/20 Crosses
Dunlop,Dunlop Biomimetic 200 Plus - 2010,100,27.00,11.50,4pts HL,317,20.0,Low,65,18 Mains/20 Crosses
Dunlop,Dunlop Biomimetic 600 - 2011,102,27.00,10.40,2pts HL,300,25.0,Medium,71,16 Mains/19 Crosses
Dunlop,Dunlop Biomimetic 300 - 2011,98,27.00,10.90,2pts HL,308,21.0,Low-Medium,66,16 Mains/19 Crosses
Dunlop,Dunlop Biomimetic 200 Lite - 2011,95,27.00,11.50,6pts HL,308,21.0,Low,57,16 Mains/19 Crosses
Dunlop,Dunlop Biomimetic 500 Tour - 2011,100,27.00,11.00,3pts HL,313,25.0,Medium,65,16 Mains/18 Crosses
Dunlop,Dunlop Biomimetic 500 - 2011,100,27.00,10.30,1pts HH,311,25.0,Low-Medium,66,16 Mains/18 Crosses
Dunlop,Dunlop Biomimetic 500 Plus - 2011,110,27.50,9.30,6pts HH,314,28.5,Medium-High,67,16 Mains/19 Crosses
Dunlop,Dunlop Biomimetic 200 - 2011,95,27.00,11.90,6pts HL,322,20.5,Low,57,18 Mains/20 Crosses
Dunlop,Dunlop Biomimetic 200 Tour - 2011,95,27.00,12.50,5pts HL,345,20.0,Low,61,16 Mains/18 Crosses
Dunlop,Dunlop Biomimetic 100 - 2011,90,27.00,11.70,5pts HL,323,19.0,Low,61,16 Mains/19 Crosses
Dunlop,Dunlop Biomimetic 400 Tour - 2011,100,27.00,11.60,9pts HL,306,24.0,Medium,66,16 Mains/19 Crosses
Dunlop,Dunlop Biomimetic 400 - 2011,100,27.00,10.90,6pts HL,305,24.0,Medium,67,16 Mains/19 Crosses
Dunlop,Dunlop Biomimetic 400 Lite - 2011,100,27.00,10.10,2pts HL,298,24.0,Medium-High,67,16 Mains/19 Crosses
Dunlop,Dunlop Biomimetic 700 - 2012,110,27.25,9.60,0pts EB,297,28.0,High,63,16 Mains/19 Crosses
Yonex,Yonex RQiS 2 Tour,100,27.50,10.80,4pts HL,326,28.0,Low-Medium,67,16 Mains/18 Crosses
Yonex,Yonex Nanospeed RQ 7,110,27.50,10.20,0pts EB,325,0.0,Medium-High,63,16 Mains/19 Crosses
Yonex,Yonex RQS 11,100,27.50,10.40,3pts HL,318,0.0,Medium,65,16 Mains/18 Crosses
Yonex,Yonex RQS 22,102,27.50,10.10,1pts HL,315,0.0,Medium,64,16 Mains/18 Crosses
Yonex,Yonex RDS 003,100,27.25,11.10,6pts HL,315,0.0,Low-Medium,65,16 Mains/19 Crosses
Yonex,Yonex Nanospeed RQ 5,105,27.50,10.30,2pts HL,317,0.0,Low-Medium,68,16 Mains/18 Crosses
Yonex,Yonex RQiS 1 Tour,95,27.00,11.90,9pts HL,325,25.0,Low,61,16 Mains/18 Crosses
Yonex,Yonex RDS 002,98,27.00,10.90,6pts HL,308,22.0,Low,65,16 Mains/19 Crosses
Yonex,Yonex RDS 002 Tour,98,27.00,12.10,8pts HL,330,0.0,Low,65,16 Mains/19 Crosses
Yonex,Yonex RDX 500 Midplus,98,27.00,11.70,8pts HL,315,0.0,Low,62,16 Mains/19 Crosses
Yonex,Yonex RDX 500 HD Midplus,98,27.00,11.80,8pts HL,320,0.0,Low,61,18 Mains/20 Crosses
Yonex,Yonex RDS 001 Midplus,90,27.00,12.00,9pts HL,321,20.0,Low,66,16 Mains/18 Crosses
Yonex,Yonex Super RQ 700 Long,110,28.00,10.40,6pts HH,372,0.0,High,66,16 Mains/19 Crosses
Yonex,Yonex MP-Tour 1 Midplus,98,27.00,12.00,6pts HL,322,20.0,Low-Medium,65,16 Mains/19 Crosses
Yonex,Yonex MP-Tour 1 Midsize,90,27.00,12.00,6pts HL,326,20.0,Low,64,16 Mains/18 Crosses
Yonex,Yonex Nanospeed RQ 8,110,27.50,9.60,4pts HH,318,0.0,Medium-High,71,16 Mains/20 Crosses
Yonex,Yonex RDS 001 Mid,90,27.00,12.00,9pts HL,321,0.0,Low,66,16 Mains/18 Crosses
Yonex,Yonex RQ Speed 30,102,27.00,9.60,2pts HH,295,27.0,Medium,67,16 Mains/19 Crosses
Yonex,Yonex MP-2i Midplus,102,27.50,11.00,5pts HL,312,0.0,Medium,65,16 Mains/18 Crosses
Yonex,Yonex MP-3,95,27.25,11.20,7pts HL,314,0.0,Low-Medium,63,16 Mains/19 Crosses
Yonex,Yonex MP-5i HS Midplus,98,27.50,11.40,7pts HL,324,0.0,Low-Medium,67,16 Mains/19 Crosses
Yonex,Yonex MP-5i Midplus,98,27.50,9.80,5pts HH,317,0.0,Medium,69,16 Mains/19 Crosses
Yonex,Yonex MP-5i Oversize,110,27.75,9.00,9pts HH,316,0.0,Medium,72,16 Mains/19 Crosses
Yonex,Yonex MP-7,115,28.00,9.30,7pts HH,326,0.0,Medium-High,76,16 Mains/19 Crosses
Yonex,Yonex MP-Tour 1 XF,98,27.50,11.30,5pts HL,329,20.0,Low-Medium,65,16 Mains/19 Crosses
Yonex,Yonex MP-Tour 5,98,27.50,11.20,10pts HL,309,20.0,Low,59,16 Mains/18 Crosses
Yonex,Yonex Pro Rd 70 Long 105,105,28.00,11.30,8pts HL,324,0.0,Medium,55,16 Mains/19 Crosses
Yonex,Yonex Pro Rd 70 Long 95,95,28.00,12.10,11pts HL,338,0.0,Medium,60,16 Mains/17 Crosses
Yonex,Yonex R-22,90,27.00,12.50,8pts HL,325,0.0,Low,52,16 Mains/19 Crosses
Yonex,Yonex R-23,90,27.00,13.60,8pts HL,356,0.0,Low,57,16 Mains/19 Crosses
Yonex,Yonex RD 7,95,27.00,12.30,5pts HL,342,0.0,Low-Medium,54,16 Mains/19 Crosses
Yonex,Yonex RD Power 10 Long Midplus,95,27.50,12.50,6pts HL,354,0.0,Medium,68,16 Mains/19 Crosses
Yonex,Yonex RD Power 10 Long Oversize,105,28.00,12.30,10pts HL,352,0.0,Low-Medium,61,16 Mains/19 Crosses
Yonex,Yonex RD Power 7 Long Midplus,95,27.50,12.30,9pts HL,328,0.0,Low-Medium,61,16 Mains/19 Crosses
Yonex,Yonex RD Power 7 Long SM,105,28.00,11.60,11pts HL,328,0.0,Low-Medium,59,16 Mains/19 Crosses
Yonex,Yonex RD Power-6 Long,95,27.50,11.50,6pts HL,303,0.0,,57,16 Mains/19 Crosses
Yonex,Yonex RD Ti-30 Midplus ,95,27.50,11.70,8pts HL,322,0.0,Low,64,16 Mains/19 Crosses
Yonex,Yonex RD Ti-70 Mid,88,27.00,12.30,8pts HL,335,0.0,Low,66,18 Mains/20 Crosses
Yonex,Yonex RD Ti-70 Midplus Long,98,27.50,12.10,11pts HL,321,0.0,Low,62,18 Mains/20 Crosses
Yonex,Yonex RD Ti-70 Oversize Long,108,27.50,11.70,11pts HL,315,0.0,Low,59,18 Mains/20 Crosses
Yonex,Yonex RDX 300 Midplus,98,27.25,11.00,5pts HL,310,0.0,Low-Medium,67,16 Mains/19 Crosses
Yonex,Yonex RDX 300 SuperMid,103,27.50,10.80,5pts HL,315,0.0,Medium,66,16 Mains/19 Crosses
Yonex,Yonex RDX 500 Mid,90,27.00,11.80,8pts HL,318,0.0,Low,60,16 Mains/18 Crosses
Yonex,Yonex RQ-Ti Power ,110,27.00,10.20,2pts HH,309,0.0,Medium,60,16 Mains/19 Crosses
Yonex,Yonex RQ-Ti Power Long,110,27.50,9.90,4pts HH,327,0.0,Medium-High,60,16 Mains/19 Crosses
Yonex,Yonex RQ-Ti Pro,110,27.50,9.80,1pts HH,317,0.0,Medium-High,58,16 Mains/19 Crosses
Yonex,Yonex RX-37,90,27.00,12.10,10pts HL,305,18.5,,62,16 Mains/20 Crosses
Yonex,Yonex Super RD Comp,95,27.00,11.70,8pts HL,295,0.0,,57,16 Mains/19 Crosses
Yonex,Yonex Super RD Tour 90,90,27.00,12.70,10pts HL,327,0.0,,62,16 Mains/18 Crosses
Yonex,Yonex Super RD Tour 95,95,27.00,12.50,10pts HL,327,0.0,Medium,62,16 Mains/19 Crosses
Yonex,Yonex Super RQ 1000 Long,130,28.50,9.40,10pts HH,360,0.0,High,62,18 Mains/21 Crosses
Yonex,Yonex Super RQ 380 Long,102,27.50,9.10,4pts HH,313,0.0,Medium,69,16 Mains/19 Crosses
Yonex,Yonex Super RQ 500 Long,105,28.00,11.00,3pts HL,348,0.0,Medium,62,16 Mains/19 Crosses
Yonex,Yonex Super RQ 900 Long,120,28.00,9.20,9pts HH,332,0.0,High,68,16 Mains/19 Crosses
Yonex,Yonex Super RQ Ti-350 Long,110,27.50,10.30,1pts HH,318,0.0,Medium-High,55,16 Mains/19 Crosses
Yonex,Yonex Super RQ Ti-400 Long,105,27.50,10.50,5pts HH,334,0.0,Medium,56,16 Mains/19 Crosses
Yonex,Yonex Super RQ Ti-450 Long,110,28.00,9.60,7pts HH,342,0.0,Medium,67,16 Mains/19 Crosses
Yonex,Yonex Super RQ Ti-600 Long,110,27.50,10.40,2pts HH,338,0.0,Medium-High,70,16 Mains/19 Crosses
Yonex,Yonex Super RQ Ti-700 Long,98,27.50,10.20,0pts EB,311,0.0,Medium,68,16 Mains/18 Crosses
Yonex,Yonex Super RQ Ti-800 Long,110,28.00,8.60,12pts HH,324,0.0,High,69,16 Mains/19 Crosses
Yonex,Yonex Super RQ Ti-800 Pro Long,130,28.50,9.10,11pts HH,354,0.0,High,70,18 Mains/21 Crosses
Yonex,Yonex RQiS 1 Tour XL 100,100,27.00,9.90,3pts HH,312,0.0,Low,69,16 Mains/18 Crosses
Yonex,Yonex RQiS 1 Tour XL 95 Lite,95,27.00,10.90,1pts HL,323,0.0,Low,63,16 Mains/18 Crosses
Yonex,Yonex RQiS 1 Tour XL 95,95,27.00,11.60,7pts HL,320,0.0,Low,64,16 Mains/18 Crosses
Yonex,Yonex RQiS 1 Tour Light,95,27.00,11.00,6pts HL,305,0.0,Low,61,16 Mains/18 Crosses
Yonex,Yonex RDiS 300,100,27.00,11.10,4pts HL,319,0.0,Low-Medium,62,16 Mains/19 Crosses
Yonex,Yonex RDiS 100 Midplus,98,27.00,11.70,7pts HL,323,0.0,Low,64,16 Mains/19 Crosses
Yonex,Yonex RDiS 100 Mid,93,27.00,12.10,8pts HL,325,0.0,Low,68,16 Mains/20 Crosses
Yonex,Yonex S-Fit 3,105,27.25,10.20,0pts EB,310,28.0,Medium,68,16 Mains/19 Crosses
Yonex,Yonex S-Fit 1,100,27.00,11.10,6pts HL,305,26.0,Medium,66,16 Mains/19 Crosses
Yonex,Yonex S-Fit 5,112,27.25,9.90,2pts HH,309,28.0,High,67,16 Mains/19 Crosses
Yonex,Yonex S-Fit 1 Lite,100,27.00,10.60,3pts HL,304,26.5,Medium,69,16 Mains/19 Crosses
Yonex,Yonex RQiS 30,102,27.00,9.60,1pts HL,238,26.0,Low-Medium,63,16 Mains/18 Crosses
Yonex,Yonex RQiS 10,102,27.50,10.06,2pts HL,320,26.0,Medium,65,16 Mains/18 Crosses
Yonex,Yonex RDiS 200,98,27.00,11.70,7pts HL,326,22.0,Low-Medium,61,16 Mains/19 Crosses
Yonex,Yonex RDiS 200 Lite,98,27.00,11.00,4pts HL,315,22.0,Medium,62,16 Mains/19 Crosses
Yonex,Yonex Ultimum RD Ti 80,98,27.00,12.10,8pts HL,315,20.5,Low,60,16 Mains/19 Crosses
Yonex,Yonex V-Con x18,100,27.00,10.50,3pts HH,313,26.5,Medium,62,16 Mains/18 Crosses
Yonex,Yonex EZONE 107,107,27.00,10.40,1pts HL,301,28.5,Medium-High,67,16 Mains/18 Crosses
Yonex,Yonex EZONE 100,100,27.00,11.00,6pts HL,300,27.0,Low-Medium,68,16 Mains/18 Crosses
Yonex,Yonex EZONE 100 Lite,100,27.00,10.20,3pts HL,291,27.0,Medium,64,16 Mains/18 Crosses
Yonex,Yonex RD Ti 80 Lite,98,27.00,11.60,7pts HL,311,20.5,Low,61,16 Mains/19 Crosses
Yonex,Yonex V Core 95 D,95,27.00,11.90,7pts HL,317,21.5,Low,63,16 Mains/20 Crosses
Yonex,Yonex V Core 98 D,98,27.00,11.30,6pts HL,309,22.5,Low-Medium,65,16 Mains/20 Crosses
Yonex,Yonex V Core 100 S,100,27.00,11.10,5pts HL,306,24.5,Low-Medium,68,16 Mains/19 Crosses
Yonex,Yonex EZONE Team Plus 102,102,27.50,9.80,4pts HL,296,26.5,Medium-High,59,16 Mains/18 Crosses
Yonex,Yonex EZONE Team 102,102,27.00,9.70,1pts HH,295,26.5,Medium-High,60,16 Mains/18 Crosses
Yonex,Yonex EZONE Rally,107,27.00,10.10,1pts HH,293,26.0,Medium-High,63,16 Mains/19 Crosses
Yonex,Yonex V Core Team,98,27.00,10.40,1pts HL,299,24.0,Medium-High,64,16 Mains/20 Crosses
Yonex,Yonex EZONE Xi 98 - 2012,98,27.00,11.50,6pts HL,324,24.5,Low-Medium,63,16 Mains/19 Crosses
Yonex,Yonex EZONE Xi 100 - 2012,100,27.00,11.00,3pts HL,312,27.0,Low-Medium,67,16 Mains/18 Crosses
Yonex,Yonex EZONE Xi Lite - 2012,100,27.00,10.20,2pts HL,299,26.5,Medium,65,16 Mains/18 Crosses
Yonex,Yonex EZONE Xi 107 - 2012,107,27.00,10.50,1pts HL,307,29.0,Medium-High,68,16 Mains/18 Crosses
Yonex,Yonex EZONE Xi 115 - 2012,115,27.25,9.50,8pts HH,321,30.0,High,65,16 Mains/18 Crosses
Yonex,Yonex EZONE Xi Team+ 102 - 2012,102,27.50,10.00,5pts HL,298,26.5,Medium-High,61,16 Mains/18 Crosses
Yonex,Yonex EZONE Xi Rally - 2012,107,27.00,10.20,0pts EB,294,26.0,Low-Medium,64,16 Mains/19 Crosses
Yonex,Yonex EZONE Xi Team 102 - 2012,102,27.00,9.70,0pts EB,292,26.5,Medium,64,16 Mains/18 Crosses
Yonex,Yonex VCORE Tour 97 - 2012,97,27.00,12.30,8pts HL,332,20.5,Low,66,16 Mains/20 Crosses
Yonex,Yonex VCORE Tour 89 - 2012,89,27.00,12.10,8pts HL,335,20.5,Low,64,16 Mains/20 Crosses
Yonex,Yonex VCORE Tour 97 (310g) - 2012,97,27.00,11.50,7pts HL,314,20.5,Low,67,16 Mains/20 Crosses
Tecnifibre,Tecnifibre TFeel 275 XL,107,27.50,10.40,3pts HH,333,0.0,Medium-High,63,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TFeel 305 XL,97,27.50,11.10,0pts EB,350,22.0,Low-Medium,68,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TFeel 305,97,27.00,11.30,2pts HL,329,22.0,Low-Medium,68,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TFeel 290 XL,102,27.50,10.50,0pts EB,331,23.0,Medium,70,14 Mains/18 Crosses
Tecnifibre,Tecnifibre TFlash 290,102,27.00,11.00,3pts HL,323,0.0,Medium,68,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TFeel 305 18x20,97,27.00,11.30,2pts HL,331,22.0,Low-Medium,68,18 Mains/20 Crosses
Tecnifibre,Tecnifibre TFight 320 XL,97,27.50,11.90,5pts HL,336,20.0,Low,63,18 Mains/20 Crosses
Tecnifibre,Tecnifibre TFight 325,98,27.40,12.20,12pts HL,335,20.0,Low,59,18 Mains/20 Crosses
Tecnifibre,Tecnifibre TFight 315,97,27.00,11.50,6pts HL,318,22.0,Low-Medium,65,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TFlash 310,100,27.00,11.50,6pts HL,321,24.0,Medium,67,16 Mains/19 Crosses
Tecnifibre,Tecnifibre Tflash 270 OS,110,27.50,10.20,3pts HL,315,25.0,Medium-High,68,16 Mains/20 Crosses
Tecnifibre,Tecnifibre TFlash 310 18x20,100,27.00,11.50,6pts HL,321,24.0,Medium,67,18 Mains/20 Crosses
Tecnifibre,Tecnifibre TFight 320 16x20,97,27.00,11.70,8pts HL,307,20.0,Low,64,16 Mains/20 Crosses
Tecnifibre,Tecnifibre Tfight 335 16x20,97,27.00,12.40,10pts HL,320,20.0,Low,63,16 Mains/20 Crosses
Tecnifibre,Tecnifibre TFight 320 18x20,97,27.00,11.70,8pts HL,308,20.0,Low,64,18 Mains/20 Crosses
Tecnifibre,Tecnifibre TFight 335 18x20,97,27.00,12.40,10pts HL,320,20.0,Low,63,18 Mains/20 Crosses
Tecnifibre,Tecnifibre TFight 325 XL VO2 Max,95,27.50,12.00,14pts HL,340,22.0,Low,69,18 Mains/19 Crosses
Tecnifibre,Tecnifibre TFight 325 VO2 Max,95,27.00,12.10,7pts HL,326,22.0,Low,68,18 Mains/19 Crosses
Tecnifibre,Tecnifibre TFight 320 VO2 Max,95,27.00,11.90,7pts HL,324,22.0,Low,66,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TFlash 315 VO2 Max,100,27.00,11.60,6pts HL,322,25.0,Low-Medium,61,16 Mains/20 Crosses
Tecnifibre,Tecnifibre TFight 295 VO2 Max,95,27.00,11.00,3pts HL,316,22.0,Low-Medium,66,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TFlash 290 VO2 Max,100,27.00,10.90,3pts HL,315,24.0,Medium,69,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TFlash 315 SpeedFlex,100,27.00,11.70,7pts HL,325,24.0,Medium,70,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TFlash 300 Speedflex,100,27.00,11.10,4pts HL,320,24.0,Medium,72,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TFight 305 VO2 Max,95,27.00,11.30,3pts HL,323,22.0,Low-Medium,69,18 Mains/19 Crosses
Tecnifibre,Tecnifibre Rebound Pro,95,27.00,11.00,3pts HL,300,22.0,Low-Medium,69,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TFight 320 VO2 Max 2012,95,27.00,11.90,7pts HL,324,22.0,Low,66,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TFight 255,100,27.00,9.90,0pts EB,296,23.0,Low-Medium,68,16 Mains/20 Crosses
Tecnifibre,Tecnifibre TFight 315 Ltd. 18 Main,98,27.00,11.70,6pts HL,309,20.0,Low,61,18 Mains/20 Crosses
Tecnifibre,Tecnifibre TFight 315 Ltd. 16 Main,98,27.00,11.60,7pts HL,301,20.0,Low,59,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TRebound 265 Pro\\Racquets 2013,105,27.00,10.10,3pts HH,313,25.0,Medium,72,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TRebound 295 ProRacquets 2013,100,27.00,11.10,2pts HL,330,25.0,Low-Medium,71,16 Mains/20 Crosses
2013/Tecnifibre,2013/Tecnifibre TFight 295 MP,100,27.00,10.80,3pts HL,308,22.5,Low-Medium,70,16 Mains/20 Crosses
2013/Tecnifibre,2013/Tecnifibre TFight 295 TP,95,27.00,10.90,3pts HL,309,22.5,Low-Medium,69,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TFlash 300 ATP,100,27.10,11.20,4pts HL,314,24.5,Medium,72,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TFlash 315 ATP,100,27.00,11.70,6pts HL,322,24.5,Medium,71,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TRebound 295 Pro,100,27.00,11.10,4pts HL,314,23.0,Low-Medium,71,16 Mains/20 Crosses
Tecnifibre,Tecnifibre TFight 295 DYNACORE,100,27.00,10.90,3pts HL,310,23.0,Low-Medium,68,16 Mains/20 Crosses
Tecnifibre,Tecnifibre TFight 300 DYNACORE,98,27.00,11.20,4pts HL,316,22.0,Low-Medium,68,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TFight 305 DYNACORE,95,27.00,11.30,4pts HL,313,22.0,Low,68,18 Mains/19 Crosses
Tecnifibre,Tecnifibre TFight 315 DYNACORE,98,27.00,11.70,7pts HL,311,22.5,Low,67,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TFight 325 DYNACORE ,95,27.00,12.00,7pts HL,316,22.0,Low,68,18 Mains/19 Crosses
Tecnifibre,Tecnifibre TFlash 300 Dynacore ATP,100,27.00,11.20,4pts HL,318,24.5,Medium,71,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TFlash 315 Dynacore ,100,27.00,11.70,7pts HL,319,24.5,Low-Medium,71,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TFight DC 300,98,27.00,11.10,4pts HL,314,22.5,,68,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TFight DC 315,98,27.00,11.70,7pts HL,310,22.5,Low,67,19 Mains/19 Crosses
Tecnifibre,Tecnifibre TFight DC 320,98,27.00,11.90,7pts HL,326,22.5,Low-Medium,68,18 Mains/19 Crosses
Tecnifibre,Tecnifibre TFight DC 305,98,27.00,11.40,4pts HL,320,22.5,,65,18 Mains/19 Crosses
Tecnifibre,Tecnifibre TFlash 300 PS,100,27.00,11.20,4pts HL,313,25.0,Low-Medium,71,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TFlash 285 PS,100,27.00,10.70,1pts HL,307,25.0,Low-Medium,68,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TFlash 270 PS,100,27.00,10.20,0pts EB,301,25.0,Low-Medium,68,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TFight DC 315 Ltd. (16x19),98,27.00,11.70,7pts HL,308,20.0,Low-Medium,62,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TFight DC 315 Ltd. (18x20),98,27.00,11.70,7pts HL,310,20.0,Low,62,18 Mains/20 Crosses
Tecnifibre,Tecnifibre TRebound Tempo 260,105,26.50,9.80,1pts HH,288,25.0,,66,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TRebound Tempo 270,100,26.50,10.10,1pts HH,292,25.0,,67,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TRebound Tempo 290,100,26.50,10.80,2pts HL,296,25.0,,68,16 Mains/19 Crosses
Tecnifibre,Tecnifibre T. Rebound Tempo 255,100,26.60,9.50,1pts HH,285,25.0,Low-Medium,68,16 Mains/19 Crosses
Tecnifibre,Tecnifibre ATP TFight 265 XTC,100,27.00,9.90,1pts HL,308,23.5,Low-Medium,66,16 Mains/19 Crosses
Tecnifibre,Tecnifibre ATP TFight 280 XTC,100,27.00,10.50,3pts HL,304,23.5,Low-Medium,68,16 Mains/19 Crosses
Tecnifibre,Tecnifibre ATP TFight 295 XTC,100,27.00,11.00,3pts HL,317,23.5,Low-Medium,69,16 Mains/19 Crosses
Tecnifibre,Tecnifibre ATP TFight 300 XTC,98,27.00,11.20,4pts HL,321,22.5,Low-Medium,69,16 Mains/19 Crosses
Tecnifibre,Tecnifibre ATP TFight 305 XTC,98,27.00,11.40,3pts HL,329,22.5,Low,65,18 Mains/19 Crosses
Tecnifibre,Tecnifibre ATP TFight 315 XTC,98,27.00,11.70,7pts HL,314,22.5,Low-Medium,68,16 Mains/19 Crosses
Tecnifibre,Tecnifibre ATP TFight 320 XTC,98,27.00,11.90,7pts HL,326,22.5,,68,18 Mains/19 Crosses
Tecnifibre,Tecnifibre TFight 315 Ltd. XTC (18x20),98,27.00,11.70,7pts HL,318,20.0,Low,64,18 Mains/20 Crosses
