Manufacturer,Name,Headsize (sq_inch),Length (inn),Strung Weight (oz),Balance,Swingweight,Beamwidth,Power Level,Stiffness,Stringing Pattern
Head,Head Graphene XT Instinct MP - 2014,100,27.00,11.10,5pts HL,319,25.0,Low-Medium,66,16 Mains/19 Crosses
Head,Head Graphene XT Instinct S - 2014,102,27.00,10.00,2pts HH,302,26.0,Low-Medium,71,16 Mains/19 Crosses
Head,Head Graphene XT Radical S - 2016,102,27.00,10.40,4pts HL,301,25.0,Low-Medium,60,16 Mains/19 Crosses
Head,Head Graphene XT Speed MP - 2015,100,27.00,11.10,4pts HL,320,22.0,Low-Medium,67,16 Mains/19 Crosses
Head,Head Graphene XT Radical MP - 2016,98,27.00,11.00,6pts HL,317,23.0,Low-Medium,63,16 Mains/19 Crosses
Head,Head Graphene 360 Extreme MP - 2018,100,27.00,11.20,3pts HL,328,26.0,,63,16 Mains/19 Crosses
Head,Head Graphene 360 Extreme Pro - 2018,100,27.00,11.60,6pts HL,331,26.0,,64,16 Mains/19 Crosses
Head,Head Graphene 360+ Speed MP - 2020,100,27.00,11.20,4pts HL,328,23.0,Low-Medium,64,16 Mains/19 Crosses
Head,Head Graphene 360+ Speed Pro - 2020,100,27.00,11.60,6pts HL,329,23.0,Low,62,18 Mains/20 Crosses
Head,Head Pro Tour 2.0 - 2020,98,27.00,12.10,6pts HL,335,20.0,Low,65,18 Mains/20 Crosses
Head,Head Graphene 360+ Extreme Tour - 2020,98,27.00,11.40,6pts HL,318,23.0,Low-Medium,65,16 Mains/19 Crosses
Head,Head Graphene 360+ Extreme MP - 2020,100,27.00,11.20,3pts HL,325,26.0,Low-Medium,66,16 Mains/19 Crosses
Head,Head Graphene 360+ Radical Pro - 2021,98,27.00,11.70,6pts HL,330,21.5,Low-Medium,65,16 Mains/19 Crosses
Head,Head Graphene 360+ Radical MP - 2021,98,27.00,11.20,4pts HL,326,23.0,Low-Medium,65,16 Mains/19 Crosses
Head,Head Graphene 360+ Radical S - 2021,102,27.00,10.40,4pts HL,309,25.0,Low-Medium,63,16 Mains/19 Crosses
Head,Head Gravity Lite Graphene 360+ - 2019,104,27.00,10.10,0pts EB,298,24.0,Low-Medium,60,16 Mains/20 Crosses
Head,Head Gravity MP Graphene 360+ - 2019,100,27.00,11.00,3pts HL,323,22.0,Low-Medium,62,16 Mains/20 Crosses
Head,Head Gravity Pro Graphene 360+ - 2019,100,27.00,11.70,6pts HL,332,20.0,Low,62,18 Mains/20 Crosses
Head,Head Gravity S Graphene 360+ - 2019,104,27.00,10.60,3pts HL,307,24.0,Low-Medium,61,16 Mains/20 Crosses
Head,Head Gravity Tour Graphene 360+ - 2019,100,27.00,11.40,4pts HL,325,22.0,Low,61,18 Mains/20 Crosses
Head,Head Prestige Pro - 2021,98,27.00,11.90,6pts HL,325,20.0,Low,60,18 Mains/20 Crosses
Head,Head Prestige MP - 2021,99,27.00,11.50,3pts HL,334,21.5,Low,66,18 Mains/19 Crosses
Head,Head Prestige Tour - 2021,95,27.00,11.80,5pts HL,338,22.0,Low-Medium,65,16 Mains/19 Crosses
Head,Head Boom MP - 2022,100,27.00,11.10,5pts HL,318,24.5,Low-Medium,64,16 Mains/19 Crosses
Head,Head Boom Pro - 2022,98,27.00,11.60,6pts HL,325,22.5,Low-Medium,66,16 Mains/19 Crosses
Head,Head Instinct MP - 2022,100,27.00,11.20,4pts HL,313,26.0,Low-Medium,64,16 Mains/19 Crosses
Head,Head Instinct PWR 115 - 2022,115,27.70,8.70,9pts HH,314,29.0,Medium-High,70,16 Mains/19 Crosses
Head,Head Instinct Team L - 2022,107,27.20,10.00,1pts HH,301,26.0,Medium,63,16 Mains/19 Crosses
Head,Head Instinct PWR 110 - 2022,110,27.40,9.70,1pts HH,307,25.0,Medium-High,67,16 Mains/19 Crosses
Head,Head Speed Pro - 2022,100,27.00,11.50,6pts HL,326,23.0,Low,62,18 Mains/20 Crosses
Head,Head Speed MP - 2022,100,27.00,11.10,4pts HL,323,23.0,Low-Medium,62,16 Mains/19 Crosses
Head,Head Speed Team - 2022,100,27.00,10.50,2pts HL,306,25.0,Low-Medium,66,16 Mains/19 Crosses
Head,Head Speed Team L - 2022,100,27.00,9.70,1pts HH,302,25.0,Low-Medium,66,16 Mains/19 Crosses
Head,Head Boom Team - 2022,102,27.00,10.20,1pts HL,316,25.0,Low-Medium,66,16 Mains/19 Crosses
Head,Head Boom Team L - 2022,107,27.40,9.70,0pts EB,306,26.0,Medium,66,16 Mains/19 Crosses
Head,Head Graphene XT Instinct PWR - 2014,115,27.70,8.60,14pts HL,316,29.0,Medium-High,70,16 Mains/19 Crosses
Prince,Prince Textreme Warrior 100 - 2016,100,27.00,11.14,6pts HL,320,25.5,Low-Medium,66,16 Mains/18 Crosses
Prince,Prince Twistpower X100 - 2020,100,27.00,10.80,4pts HL,314,24.5,Low-Medium,66,16 Mains/18 Crosses
Prince,Prince Phantom Pro 100 - 2017,100,27.00,11.40,6pts HL,320,19.5,Low-Medium,54,16 Mains/18 Crosses
Prince,Prince Classic Graphite 107 - 2017,107,27.00,12.20,6pts HL,336,19.0,Low-Medium,65,16 Mains/19 Crosses
Prince,Prince Textreme Tour 95 - 2019,95,27.00,11.90,8pts HL,325,22.0,Low,64,16 Mains/19 Crosses
Prince,Prince Textreme Tour 100 (290) - 2019,100,27.00,10.80,3pts HL,324,23.0,Low-Medium,65,16 Mains/18 Crosses
Prince,Prince ATS Textreme Tour 100 (290) - 2022,100,27.00,10.80,4pts HL,318,23.0,Low-Medium,62,16 Mains/18 Crosses
Prince,Prince Textreme Tour 100P - 2019,100,27.00,11.50,7pts HL,324,23.0,Low,66,18 Mains/20 Crosses
Prince,Prince Phantom Pro 100 (18x20) - 2019,100,27.00,11.90,9pts HL,326,19.5,Low,55,18 Mains/20 Crosses
Prince,Prince ATS Textreme Tour 98 - 2022,98,27.00,11.40,6pts HL,325,23.0,Low-Medium,62,16 Mains/19 Crosses
Prince,Prince Phantom O3 100X - 2020,100,27.00,11.50,7pts HL,325,19.5,Low-Medium,60,16 Mains/18 Crosses
Prince,Prince Phantom 97P - 2020,97,27.00,11.80,8pts HL,320,19.5,Low,58,16 Mains/18 Crosses
Prince,Prince Phantom 100X (305g) - 2020,100,27.00,11.40,6pts HL,321,20.5,Low-Medium,58,16 Mains/18 Crosses
Prince,Prince Phantom 100X (290g) - 2020,100,27.00,10.80,4pts HL,319,20.5,Low-Medium,58,16 Mains/18 Crosses
Prince,Prince Phantom 100X (18x20) - 2020,100,27.00,11.80,9pts HL,324,20.5,Low,59,18 Mains/20 Crosses
Prince,Prince Phantom 93P (18x20) - 2020,93,27.00,12.20,9pts HL,329,19.5,Low,60,18 Mains/20 Crosses
Prince,Prince Phantom 93P (14x18) - 2020,93,27.00,12.10,7pts HL,329,19.5,Low,62,14 Mains/18 Crosses
Prince,Prince O3 Legacy120 - 2020,120,27.25,9.70,5pts HH,328,29.5,High,72,16 Mains/19 Crosses
Prince,Prince O3 Legacy110 - 2020,110,27.25,10.10,3pts HH,327,27.0,Medium,73,16 Mains/19 Crosses
Prince,Prince O3 Legacy 105 - 2020,105,27.25,10.40,0pts EB,321,25.0,Medium-High,67,16 Mains/19 Crosses
Prince,Prince Phantom 100G - 2020,100,27.00,11.50,7pts HL,318,18.5,Low,59,16 Mains/18 Crosses
Prince,Prince CTS Synergy DB26 - 2020,97,27.00,12.20,7pts HL,326,24.0,Low-Medium,65,16 Mains/18 Crosses
Prince,Prince Phantom 107G - 2020,107,27.00,11.40,7pts HL,319,20.0,Low-Medium,63,16 Mains/19 Crosses
Prince,Prince Phantom 100G LB - 2020,100,28.00,11.60,9pts HL,335,18.5,Low,59,16 Mains/18 Crosses
Prince,Prince Ripstick 300 - 2021,100,27.00,11.20,4pts HL,325,25.5,Low-Medium,64,16 Mains/18 Crosses
Prince,Prince Ripstick 280 - 2021,100,27.00,10.40,2pts HH,319,25.5,Low-Medium,63,16 Mains/18 Crosses
Prince,Prince Synergy 98 - 2021,98,27.00,11.40,4pts HL,334,23.0,Low,60,18 Mains/18 Crosses
Prince,Prince Warrior 100 (300) - 2021,100,27.00,11.20,6pts HL,311,26.0,Low-Medium,65,16 Mains/19 Crosses
Prince,Prince Warrior 107 - 2021,107,27.00,10.20,0pts EB,313,27.0,Low-Medium,68,16 Mains/19 Crosses
Prince,Prince Legacy120 - 2021,120,27.25,9.40,8pts HH,317,29.0,High,73,16 Mains/19 Crosses
Prince,Prince Warrior 100 (285g) - 2021,100,27.00,10.60,3pts HL,313,26.0,Low-Medium,65,16 Mains/19 Crosses
Prince,Prince Vortex 300g - 2021,100,27.00,11.20,6pts HL,321,22.0,Low-Medium,65,14 Mains/21 Crosses
Prince,Prince Vortex 310g - 2021,100,27.00,11.50,9pts HL,320,22.0,Low-Medium,63,14 Mains/21 Crosses
Prince,Prince Twistpower X105 (290) - 2021,105,27.00,10.70,7pts HL,312,25.0,Low-Medium,63,16 Mains/19 Crosses
Prince,Prince Tour Diablo MP - 2022,100,27.25,11.50,8pts HL,317,19.5,Low,60,16 Mains/18 Crosses
Prince,Prince Twistpower X100 Tour - 2021,100,27.00,11.20,4pts HL,324,24.5,Low-Medium,66,16 Mains/18 Crosses
Prince,Prince ATS Textreme Tour 95 - 2022,95,27.00,11.90,8pts HL,324,22.0,Low,61,16 Mains/19 Crosses
Prince,Prince ATS Textreme Tour 100P - 2022,100,27.00,11.40,7pts HL,322,23.0,Low,61,18 Mains/20 Crosses
Prince,Prince ATS Textreme Tour 100 (310) - 2022,100,27.00,11.50,7pts HL,323,23.0,Low-Medium,62,16 Mains/18 Crosses
Prince,Prince Textreme Tour 100 (310) - 2019,100,27.00,11.50,7pts HL,322,23.0,Low-Medium,65,16 Mains/18 Crosses
Dunlop,Dunlop FX 500 - 2020,100,27.00,11.20,4pts HL,314,26.0,Low-Medium,71,16 Mains/19 Crosses
Dunlop,Dunlop FX 500 Tour - 2020,98,27.00,11.40,6pts HL,318,23.0,Low-Medium,69,16 Mains/19 Crosses
Dunlop,Dunlop FX 500 Lite - 2020,100,27.00,10.00,1pts HL,293,26.0,Low-Medium,70,16 Mains/19 Crosses
Dunlop,Dunlop FX 700 - 2020,107,27.50,9.80,0pts EB,321,27.0,Medium,68,16 Mains/19 Crosses
Dunlop,Dunlop CX 200 - 2021,98,27.00,11.40,6pts HL,317,21.5,Low-Medium,64,16 Mains/19 Crosses
Dunlop,Dunlop CX 200 Tour 16x19 - 2021,95,27.00,11.50,7pts HL,318,20.5,Low-Medium,63,16 Mains/19 Crosses
Dunlop,Dunlop CX 400 Tour - 2021,100,27.00,11.20,4pts HL,322,23.0,Low-Medium,66,16 Mains/19 Crosses
Dunlop,Dunlop CX 200 Tour 18x20 - 2021,95,27.00,11.70,7pts HL,319,20.5,Low,62,18 Mains/20 Crosses
Dunlop,Dunlop CX 200 OS - 2021,105,27.00,11.00,3pts HL,313,21.5,Low-Medium,61,16 Mains/19 Crosses
Dunlop,Dunlop CX 400 - 2021,100,27.00,10.70,1pts HL,319,24.5,Low-Medium,71,16 Mains/19 Crosses
Dunlop,Dunlop Srixon LX 1000 - 2021,115,27.50,9.50,6pts HH,321,28.0,High,75,16 Mains/18 Crosses
Dunlop,Dunlop Srixon LX 800 - 2021,110,27.50,9.60,5pts HH,312,27.0,Medium-High,76,16 Mains/18 Crosses
Dunlop,Dunlop SX 300 Tour - 2022,98,27.00,11.40,6pts HL,324,26.0,Low-Medium,66,16 Mains/19 Crosses
Dunlop,Dunlop SX 300 - 2022,100,27.00,11.20,4pts HL,322,26.0,Low-Medium,68,16 Mains/19 Crosses
Dunlop,Dunlop SX 300 Lite - 2022,100,27.00,10.00,2pts HL,299,26.0,Low-Medium,63,16 Mains/18 Crosses
Dunlop,Dunlop SX 300 LS - 2022,100,27.00,10.60,3pts HL,314,26.0,Low-Medium,67,16 Mains/19 Crosses
Dunlop,Dunlop CX 200 Limited Edition - 2022,98,27.00,11.40,6pts HL,317,21.5,Low-Medium,64,16 Mains/19 Crosses
Dunlop,Dunlop CX 200 Tour 18x20 Limited Edition - 2022,95,27.00,11.70,7pts HL,318,20.5,,63,18 Mains/20 Crosses
Yonex,Yonex VCORE PRO 100 (280) - 2019,100,27.00,10.40,0pts EB,316,21.0,Low-Medium,65,16 Mains/19 Crosses
Yonex,Yonex EZONE 108 - 2020,108,27.25,9.60,1pts HL,305,29.0,Medium,68,16 Mains/18 Crosses
Yonex,Yonex EZONE Feel - 2020,102,27.00,9.40,4pts HH,298,27.0,Low-Medium,68,16 Mains/18 Crosses
Yonex,Yonex EZONE 98L -2020,98,27.00,10.60,1pts HL,312,24.0,Low-Medium,64,16 Mains/19 Crosses
Yonex,Yonex EZONE 98 - 2020,98,27.00,11.30,6pts HL,317,24.0,Low-Medium,64,16 Mains/19 Crosses
Yonex,Yonex EZONE 100 - 2020,100,27.00,11.20,4pts HL,322,26.0,Low-Medium,69,16 Mains/19 Crosses
Yonex,Yonex EZONE 98+ - 2020,98,27.50,11.40,5pts HL,334,24.0,Low-Medium,64,16 Mains/19 Crosses
Yonex,Yonex EZONE 100+ - 2020,100,27.50,11.10,3pts HL,335,26.0,Low-Medium,70,16 Mains/19 Crosses
Yonex,Yonex Astrel 100 - 2020,100,27.00,10.40,4pts HL,297,27.5,Low-Medium,68,16 Mains/18 Crosses
Yonex,Yonex Astrel 105 - 2020,105,27.00,9.80,1pts HL,298,28.5,Medium-High,68,16 Mains/18 Crosses
Yonex,Yonex Astrel 115 - 2020,115,26.75,9.70,2pts HH,292,28.5,Medium-High,68,16 Mains/17 Crosses
Yonex,Yonex EZONE Tour - 2020,98,27.00,11.70,4pts HL,330,24.0,Low-Medium,62,16 Mains/19 Crosses
Yonex,Yonex VCORE 98L - 2021,98,27.00,10.60,4pts HL,307,23.0,Low-Medium,65,16 Mains/19 Crosses
Yonex,Yonex VCORE 100L - 2021,100,27.00,10.50,2pts HL,306,25.0,Low-Medium,66,16 Mains/19 Crosses
Yonex,Yonex VCORE 95 - 2021,95,27.00,11.50,7pts HL,316,22.0,Low,64,16 Mains/20 Crosses
Yonex,Yonex VCORE 98 - 2021,98,27.00,11.40,6pts HL,321,23.0,Low-Medium,66,16 Mains/19 Crosses
Yonex,Yonex VCORE 100 - 2021,100,27.00,11.30,4pts HL,324,25.0,Low-Medium,66,16 Mains/19 Crosses
Yonex,Yonex VCORE Feel - 2020,100,27.00,9.30,3pts HH,290,26.0,Low-Medium,64,16 Mains/18 Crosses
Yonex,Yonex VCORE 98+ - 2021,98,27.50,11.40,5pts HL,334,23.0,Low-Medium,66,16 Mains/19 Crosses
Yonex,Yonex VCORE 100+ - 2021,100,27.50,11.20,3pts HL,333,25.0,Low-Medium,66,16 Mains/19 Crosses
Yonex,Yonex VCORE PRO 97D - 2021,97,27.00,12.00,7pts HL,330,21.0,Low,61,18 Mains/20 Crosses
Yonex,Yonex VCORE PRO 97 - 2021,97,27.00,11.50,7pts HL,318,21.0,Low,60,16 Mains/19 Crosses
Yonex,Yonex VCORE PRO 97H - 2021,97,27.00,12.30,7pts HL,337,21.0,Low,61,16 Mains/19 Crosses
Yonex,Yonex VCORE PRO 100 - 2021,100,27.00,11.20,4pts HL,321,23.0,Low-Medium,63,16 Mains/19 Crosses
Yonex,Yonex EZONE 98 - 2022,98,27.00,11.40,6pts HL,318,24.5,Low-Medium,65,16 Mains/19 Crosses
Yonex,Yonex EZONE 100 - 2022,100,27.00,11.20,4pts HL,317,26.5,Low-Medium,67,16 Mains/19 Crosses
Yonex,Yonex EZONE 100SL - 2022,100,27.00,10.00,1pts HL,303,26.5,Low-Medium,68,16 Mains/18 Crosses
Yonex,Yonex EZONE Feel - 2022,102,27.00,9.30,4pts HH,301,27.0,Low-Medium,69,16 Mains/18 Crosses
Yonex,Yonex EZONE Ace - 2022,102,27.00,9.70,3pts HH,309,26.5,Low-Medium,66,16 Mains/19 Crosses
Yonex,Yonex EZONE Game - 2022,98,27.00,10.00,1pts HL,299,25.0,Low-Medium,69,16 Mains/19 Crosses
Yonex,Yonex EZONE 98L - 2022,98,27.00,10.60,1pts HL,310,24.5,Low-Medium,65,16 Mains/19 Crosses
Yonex,Yonex EZONE 100L - 2022,100,27.00,10.50,3pts HL,308,26.5,Low-Medium,69,16 Mains/19 Crosses
Yonex,Yonex EZONE 105 - 2022,105,27.00,10.20,1pts HL,303,26.5,Medium,67,16 Mains/19 Crosses
Yonex,Yonex EZONE 110 - 2022,110,27.25,9.60,1pts HL,302,29.0,Medium,66,16 Mains/18 Crosses
Yonex,Yonex Osaka EZONE 100 - 2022,100,27.00,11.20,4pts HL,317,26.5,Low-Medium,67,16 Mains/19 Crosses
Yonex,Yonex Osaka EZONE 100L - 2022,100,27.00,10.50,3pts HL,308,26.5,Low-Medium,69,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TFight 295 RS - 2020,100,27.00,11.00,3pts HL,318,23.5,Low-Medium,70,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TFight 300 RS - 2020,98,27.00,11.20,4pts HL,319,23.0,Low-Medium,66,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TFight 305 RS - 2020,98,27.00,11.40,3pts HL,333,23.0,Low-Medium,67,18 Mains/19 Crosses
Tecnifibre,Tecnifibre TFight 315 RS - 2020,98,27.00,11.70,7pts HL,321,23.0,Low-Medium,69,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TF-X1 300 - 2021,100,27.00,11.10,4pts HL,323,24.0,Low-Medium,71,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TF-X1 285 - 2021,100,27.00,10.50,2pts HL,316,24.0,Low-Medium,71,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TF-X1 275 - 2021,105,27.00,10.20,1pts HL,310,25.5,Low-Medium,69,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TF40 315 (16x19) - 2022,98,27.00,11.70,8pts HL,313,22.0,Low,64,16 Mains/19 Crosses
Tecnifibre,Tecnifibre TF40 305 (18x20) - 2022,98,27.00,11.40,3pts HL,328,22.0,Low,64,18 Mains/20 Crosses
Tecnifibre,Tecnifibre TF40 305 16x19 - 2022,98,27.00,11.30,3pts HL,321,22.0,Low,64,16 Mains/19 Crosses
Tecnifibre,Tecnifibre Tempo 298 IGA -2022,98,27.00,11.00,4pts HL,319,23.0,Low-Medium,71,16 Mains/19 Crosses
Volkl,Volkl V1 Classic - 2018,102,27.00,10.80,1pts HL,318,25.0,Low-Medium,69,16 Mains/19 Crosses
Volkl,Volkl V-Feel V8 Pro - 2019,100,27.00,11.20,6pts HL,316,24.0,Low,67,18 Mains/20 Crosses
Volkl,Volkl V-Cell 4 - 2020,105,27.60,10.20,5pts HL,304,25.0,Medium,68,16 Mains/19 Crosses
Volkl,Volkl V-Cell 6 - 2020,100,27.00,10.20,2pts HL,303,26.0,Low-Medium,69,16 Mains/19 Crosses
Volkl,Volkl V-Cell 8 285g - 2020,100,27.00,10.50,4pts HL,303,24.0,Low-Medium,70,16 Mains/18 Crosses
Volkl,Volkl V-Cell 8 300g - 2020,100,27.00,11.00,5pts HL,312,24.0,Low-Medium,67,16 Mains/18 Crosses
Volkl,Volkl V-Cell 8 315g - 2020,100,27.00,11.50,7pts HL,315,24.0,Low-Medium,67,16 Mains/18 Crosses
Volkl,Volkl V-Cell 9 - 2020,100,27.00,11.50,6pts HL,317,26.0,Low-Medium,68,16 Mains/19 Crosses
Volkl,Volkl V-Cell 10 300g - 2021,98,27.00,11.10,3pts HL,311,22.5,Low-Medium,68,16 Mains/19 Crosses
Volkl,Volkl V-Cell 10 320g - 2021,98,27.00,11.80,7pts HL,319,22.5,Low-Medium,67,16 Mains/19 Crosses
Volkl,Volkl V-Cell 2 - 2021,115,27.60,10.00,2pts HH,322,27.0,Medium-High,71,16 Mains/19 Crosses
Volkl,Volkl V-Cell 1 - 2021,115,27.80,9.60,4pts HH,312,27.5,Medium-High,70,16 Mains/17 Crosses
Volkl,Volkl V-Cell 3 - 2021,110,27.80,10.00,2pts HL,313,27.0,Medium-High,69,16 Mains/19 Crosses
Volkl, Volkl V-Cell 5 - 2021,100,27.00,9.80,1pts HL,287,24.5,Low-Medium,69,16 Mains/18 Crosses
Volkl,Volkl V-Cell V1 OS - 2021,110,27.60,10.50,5pts HL,310,23.0,Medium-High,68,16 Mains/19 Crosses
Volkl,Volkl V-Cell V1 MP - 2021,102,27.00,10.60,4pts HL,302,22.0,Low-Medium,68,16 Mains/19 Crosses
Volkl,Volkl V-Cell V1 Pro - 2021,99,27.00,11.10,4pts HL,316,20.0,Low-Medium,68,16 Mains/19 Crosses
